company_name	location	cei_2016	cei_2015	forbes_1000
"Hershey Co., The"	Hershey, PA		85.0	395.0
Hertz Global Holdings Inc.	Park Ridge, NJ			
Hess Corp.	New York, NY			
Hewlett-Packard Co.	Palo Alto, CA		100.0	10.0
Hilton Hotels Corp.	Beverly Hills, CA		60.0	
Hinshaw & Culbertson LLP	Chicago, IL		100.0	
Hogan Lovells uS LLP	Washington, DC		100.0	
Holland & Hart LLP	Denver, CO		75.0	
Holland & Knight LLP	Tampa, FL		90.0	
Holly Corp.	Dallas, TX			
Holme Roberts & Owen LLP	Denver, CO			45.0
"Home Depot Inc., The"	Atlanta, GA		80.0	29.0
Honeywell International Inc.	Morris Township, NJ		85.0	74.0
Hormel Foods Corp.	Austin, MN		60.0	340.0
Hospira Inc.	Lake Forest, IL		75.0	527.0
Host Hotels & Resorts Inc.	Bethesda, MD			
Houghton Mifflin Harcourt Publishing Co.	Boston, MA			
Howard & Howard Attorneys PLLC	Kalamazoo, MI			25.0
Howrey LLP	Washington, DC		85.0	
HSBC - North America	New York, NY		90.0	
Humana Inc.	Louisville, KY		90.0	73.0
Huntington Bancshares Inc.	Columbus, OH		60.0	597.0
Hunton & Williams LLP	Washington, DC		90.0	
Huntsman Corp.	Salt Lake City, uT			
Husch Blackwell LLP	Kansas City, MO		90.0	
Hyatt Hotels Corp.	Chicago, IL		100.0	581.0
Icahn Enterprises LP	New York, NY			
Illinois Tool Works Inc.	Glenview, IL		60.0	169.0
Imation Corp.	Oakdale, MN		70.0	923.0
ING North America Insurance Corp.	Atlanta, GA		100.0	
Ingram Micro	Santa Ana, CA		60.0	80.0
Integrys Energy Group Inc.	Chicago, IL			
Intel Corp.	Santa Clara, CA		95.0	62.0
InterContinental Hotels Group Americas	Atlanta, GA		65.0	
International Assets Holding Corp.	Altamonte Springs, FL			
International Business Machines Corp. (IBM)	Armonk, NY		100.0	20.0
International Paper Co.	Memphis, TN			45.0
Interpublic Group of Companies Inc.	New York, NY		85.0	358.0
Intuit Inc.	Mountain View, CA		100.0	610.0
ITT Corp.	White Plains, NY		75.0	214.0
J.C. Penney Co. Inc.	Plano, TX		85.0	133.0
Jabil Circuit Inc.	St. Petersburg, FL			
Jacobs Engineering Group Inc.	Pasadena, CA			
Jarden Corp.	Rye, NY			
Jenner & Block LLP	Chicago, IL		100.0	
JetBlue Airways Corp.	Forest Hills, NY		90.0	592.0
John Hancock Financial Services Inc.	Boston, MA		80.0	
Johnson & Johnson	New Brunswick, NJ		100.0	33.0
Johnson Controls Inc.	Milwaukee, WI			
Jones Apparel Group Inc.	New York, NY		70.0	583.0
JPMorgan Chase & Co.	New York, NY		100.0	9.0
K&L Gates LLP	Pittsburgh, PA		100.0	
Kaiser Permanente	Oakland, CA		90.0	
Katten Muchin Rosenman LLP	Chicago, IL		85.0	
Kaye Scholer LLP	New York, NY		90.0	
KB Home	Los Angeles, CA			
KBR Inc.	Houston, TX			
Keane Inc.	Boston, MA			
Kelley Drye & Warren LLP	New York, NY		90.0	
Kellogg Co.	Battle Creek, MI		100.0	184.0
Kelly Services Inc.	Troy, MI			
Kenneth Cole Productions Inc.	New York, NY		90.0	
KeyCorp	Cleveland, OH		90.0	356.0
Kilpatrick Townsend & Stockton LLP	Atlanta, GA		90.0	
Kimberly-Clark Corp.	Irving, TX		90.0	126.0
Kimpton Hotel & Restaurant Group Inc.	San Francisco, CA		100.0	
Kinder Morgan Inc.	Houston, TX			
Kindred Health care	Louisville, KY			
Mattel Inc.	El Segundo, CA		75.0	387.0
Mayer Brown LLP	Chicago, IL		90.0	
Mayo Clinic	Rochester, MN		70.0	
McAfee Inc.	Santa Clara, CA			25.0
McCarter & English LLP	Newark, NJ		90.0	
McDermott Will & Emery LLP	Chicago, IL		100.0	
McDonald's Corp.	Oak Brook, IL		75.0	108.0
"McGraw-Hill Companies Inc., The"	New York, NY		90.0	363.0
McGuireWoods LLP	Richmond, VA		85.0	
"McKenna, Long & Aldridge LLP"	Atlanta, GA		80.0	
McKesson Corp.	San Francisco, CA		60.0	14.0
McKinsey & Co. Inc.	New York, NY		100.0	
"MDu Resources Group, Inc."	Bismarck, ND			
MeadWestvaco Corp.	Richmond, VA		50.0	357.0
Medco Health Solutions	Franklin Lakes, NJ			
Medtronic Inc.	Minneapolis, MN		100.0	160.0
Meijer Inc.	Grand Rapids, MI			
"Men's Wearhouse Inc., The"	Houston, TX			
Merck & Co. Inc.	Whitehouse Station, NJ		90.0	85.0
MetLife Inc.	New York, NY		100.0	51.0
MGM Resorts International	Las Vegas, NV		90.0	360.0
Micron Technology Inc.	Boise, ID			
Microsoft Corp.	Redmond, WA		100.0	36.0
"Milbank, Tweed, Hadley & McCloy LLP"	New York, NY		90.0	
MillerCoors LLC	Chicago, IL		100.0	
"Mintz, Levin, Cohn, Ferris, Glovsky & Popeo PC"	Boston, MA		85.0	
Mirant Corp.	Atlanta, GA			
Mitchell Gold + Bob Williams	Taylorsville, NC		100.0	
Mohawk Industries Inc.	Calhoun, GA			
Monsanto Co.	St. Louis, MO		80.0	197.0
Moody's Corp.	New York, NY		75.0	900.0
Moore & Van Allen PLLC	Charlotte, NC			55.0
Morgan Lewis & Bockius LLP	Philadelphia, PA		100.0	
Morgan Stanley	New York, NY		100.0	70.0
Morningstar Inc.	Chicago, IL		90.0	
Morrison & Foerster LLP	San Francisco, CA		100.0	
Mosaic Company	Plymouth, MN			
Motorola Solutions Inc.	Schaumburg, IL		90.0	110.0
"Munger, Tolles & Olson LLP"	Los Angeles, CA		60.0	
Murphy Oil	El Dorado, AR			
Mutual of Omaha Insurance	Omaha, NE		60.0	408.0
Mylan Laboratories Inc.	Canonsburg, PA			
Nash Finch	Minneapolis, MN			
National Grid uSA	Brooklyn, NY		90.0	
"National Oilwell Varco, Inc."	Houston, TX			
Nationwide	Columbus, OH		100.0	118.0
Navigant Consulting Inc.	Chicago , IL		100.0	
Navistar International Corp.	Warrenville, IL			
NCR Corp.	Duluth, GA		80.0	451.0
Nelson Mullins Riley & Scarborough LLP	Columbia, SC		60.0	
Nestlé Purina PetCare Co.	St. Louis, MO		45.0	
NetApp Inc.	Sunnyvale, CA		90.0	574.0
New York Life Insurance Co.	New York, NY		85.0	64.0
New York Times Co.	New York, NY		90.0	733.0
Newell Rubbermaid Inc.	Atlanta, GA		90.0	373.0
Newmont Mining Corporation	Greenwood Village, CO			
News Corp.	New York, NY			
NextEra Energy Inc.	Juno Beach, FL			
"Nielsen Co., The"	New York City, NY		90.0	
NII Holdings	Reston, VA			
Nike Inc.	Beaverton, OR		100.0	124.0
NiSource Inc.	Merrillville, IN			
Nissan North America Inc.	Franklin, TN			
Nixon Peabody LLP	New York, NY		100.0	
Nokia Corp.	Irving, TX		70.0	
Nordstrom Inc.	Seattle, WA		100.0	270.0
Norfolk Southern Corp.	Norfolk, VA		50.0	287.0
Nortel Networks Corp.	Richardson, TX		60.0	
Northeast utilities	Berlin, CT			30.0
Northern Trust Corp.	Chicago, IL		100.0	497.0
Northrop Grumman Corp.	Falls Church, VA		75.0	61.0
Northwestern Mutual Life Insurance	Milwaukee, WI		50.0	115.0
Novartis Pharmaceuticals Corp.	East Hanover, NJ		75.0	
NRG Energy Inc.	Princeton, NJ			
Nucor Corp.	Charlotte, NC			
NV Energy Inc.	Las Vegas, NV		70.0	556.0
NYSE Euronext Inc.	New York, NY			
Occidental Petroleum	Los Angeles, CA			
Office Depot Inc.	Boca Raton, FL		100.0	192.0
OfficeMax Inc.	Naperville, IL		85.0	313.0
O'Melveny & Myers LLP	Washington, DC		90.0	
Omnicare	Covington, KY			
Omnicom Group	New York, NY		65.0	198.0
ONEOK Inc	Tulsa, OK			
Oracle Corp.	Redwood City, CA		100.0	105.0
Orbitz Worldwide Inc.	Chicago, IL		100.0	
O'Reilly Automotive Inc	Springfield, MO			
"Orrick, Herrington & Sutcliffe LLP"	San Francisco, CA		100.0	
Oshkosh Corp.	Oshkosh, WI			
Owens & Minor Inc.	Mechanicsville, VA			
Progress Energy Inc.	Raleigh, NC		45.0	239.0
"Progressive Corp., The"	Mayfield Village, OH		90.0	161.0
Proskauer Rose LLP	New York, NY		90.0	
Prudential Financial Inc.	Newark, NJ		100.0	65.0
Public Service Enterprise Group	Newark, NJ		85.0	186.0
Publicis Inc.	New York, NY		90.0	
Publix Super Markets	Lakeland, FL			
QuALCOMM Inc.	San Diego, CA		90.0	225.0
Quarles & Brady LLP	Milwaukee, WI		85.0	
Quest Diagnostics Inc.	Madison, NJ		65.0	303.0
R.R. Donnelley & Sons Co.	Chicago, IL		80.0	240.0
RadioShack Corp.	Fort Worth, TX			
Raymond James Financial Inc.	St. Petersburg, FL		90.0	708.0
Raytheon Co.	Waltham, MA		100.0	95.0
RBC Wealth Management	Minneapolis, MN		85.0	
Realogy Corp.	Parsippany, NJ		45.0	519.0
Recreational Equipment Inc.	Kent, WA		65.0	
Reed Smith LLP	Pittsburgh, PA		90.0	
Reinsurance Group of America Inc.	Chesterfield, MO			
Reliance Steel & Aluminum Co.	Los Angeles, CA			
Replacements Ltd.	McLeansville, NC		100.0	
Republic Services Inc.	Phoenix, AZ			
Reynolds American Inc.	Winston-Salem, NC		70.0	272.0
Rite Aid Corp.	Camp Hill, PA			45.0
Robert Half International Inc.	Menlo Park, CA		75.0	636.0
Robert W. Baird & Co. Incorporated	Milwaukee, WI		70.0	
"Robins, Kaplan, Miller & Ciresi LLP"	Minneapolis, MN		100.0	
Rockwell Automation Inc.	Milwaukee, WI		90.0	476.0
Rockwell Collins Inc.	Cedar Rapids, IA		75.0	462.0
Ropes & Gray LLP	Boston, MA		100.0	
Ross Stores	Pleasanton, CA			
Royal Caribbean Cruises Ltd.	Miami, FL			60.0
RRI Energy Inc.	Houston, TX		60.0	528.0
Ryder System Inc.	Miami, FL		80.0	426.0
"Ryland Group Inc., The"	Calabasas, CA			
S.C. Johnson & Son Inc.	Racine, WI		90.0	
Sabre Holdings Inc.	Southlake, TX		75.0	
Safeway Inc.	Pleasanton, CA		85.0	52.0
SAIC Inc.	McLean, VA			
Sanmina-SCI	San Jose, CA			
Sanofi-Aventis u.S. LLC	Bridgewater, NJ			
SAP America Inc.	Newtown Square, PA		90.0	
Sara Lee Corp.	Downers Grove, IL		85.0	180.0
Saul Ewing LLP	Philadelphia, PA		30.0	
SCANA Corp.	Cayce, SC			
Schiff Hardin LLP	Chicago, IL		100.0	
"Schulte, Roth &  Zabel LLP"	New York, NY		60.0	
Seagate Technology LLC	Scotts Valley, CA			45.0
Sealed Air Corp	Elmwood Park, NJ			
Sears Holdings Corp.	Hoffman Estates, IL		100.0	48.0
"Sedgwick, Detert, Moran & Arnold LLP"	San Francisco, CA		100.0	
Selective Insurance Group	Branchville, NJ		65.0	993.0
Sempra Energy	San Diego, CA		100.0	280.0
Severn Trent Services Inc.	Fort Washington, PA			
Seyfarth Shaw LLP	Chicago, IL		100.0	
Shearman & Sterling LLP	New York, NY		100.0	
Shell Oil Co.	Houston, TX		85.0	
"Sheppard, Mullin, Richter & Hampton LLP"	Los Angeles, CA		100.0	
"Sherwin-Williams Co., The"	Cleveland, OH			
"Shook, Hardy & Bacon LLP"	Kansas City, MO		100.0	
Sidley Austin LLP	Chicago, IL		100.0	
"Simpson, Thacher & Bartlett LLP"	New York, NY		100.0	
SIRIuS XM Radio Inc.	New York, NY		75.0	732.0
"Skadden, Arps, Slate, Meagher & Flom LLP"	New York, NY		90.0	
SLM Corp. (Sallie Mae)	Reston, VA			45.0
Smith International Inc.	Houston, TX			
Smithfield Foods Inc.	Smithfield, VA			
Smurfit-Stone Container Corp.	Chicago, IL			
SNR Denton uS LLP	New York, NY		90.0	
Sodexo Inc.	Gaithersburg, MD		100.0	
Software AG uSA Inc.	Reston, VA		80.0	
Software House International	Somerset, NJ			
Sonic Automotive Inc	Charlotte, NC			
Sony Electronics Inc.	San Diego, CA		90.0	
Southern California Edison Co.	Rosemead, CA		100.0	
Southern Co.	Atlanta, GA		40.0	145.0
Southwest Airlines Co.	Dallas, TX		90.0	229.0
Spectra Energy Corp	Houston, TX		85.0	437.0
Spectrum Group International Inc.	Irvine, CA			
Sprint Nextel Corp.	Overland Park, KS		100.0	67.0
SPX Corp.	Charlotte, NC			
"Squire, Sanders & Dempsey LLP"	Cleveland, OH		100.0	
SRA International Inc.	Fairfax, VA			45.0
St. Jude Medical Inc.	St. Paul, MN		60.0	445.0
Staples Inc.	Framingham, MA		100.0	101.0
Starbucks Corp.	Seattle, WA		90.0	241.0
Starcom MediaVest Group	Chicago, IL		85.0	
Starwood Hotels & Resorts Worldwide	White Plains, NY		100.0	438.0
State Farm Group	Bloomington, IL		95.0	34.0
State Street Corp.	Boston, MA		90.0	249.0
Troutman Sanders LLP	Atlanta, GA		100.0	
TRW Automotive Holdings Corp.	Livonia, MI			
Tutor Perini Corp.	Sylmar, CA			
"Tyson Foods, Inc."	Springdale, AR			
u.S. Bancorp	Minneapolis, MN		100.0	121.0
u.S. Foodservice Inc.	Rosemont, IL		50.0	
uBM plc	Manhasset, NY		60.0	
uBS AG	Stamford, CT		100.0	
uGI Corp.	King of Prussia, PA			
unilever	Englewood Cliffs, NJ		100.0	
union Pacific Corp.	Omaha, NE		65.0	164.0
unisys Corp.	Blue Bell, PA			
united Continental Holdings Inc.	Chicago, IL		100.0	140.0
united Parcel Service Inc. (uPS)	Atlanta, GA		100.0	43.0
united Services Automobile Association	San Antonio, TX			
united States Steel Corp.	Pittsburgh, PA			
united Stationers Inc.	Deerfield, IL			
united Technologies Corp.	Hartford, CT		100.0	37.0
unitedHealth Group Inc.	Minnetonka, MN		100.0	21.0
universal American Corp.	Rye Brook, NY			
universal Health Services	King of Prussia, PA			
unum Group	Chattanooga, TN		70.0	235.0
uRS Corp.	San Francisco, CA			
uS Airways Group Inc.	Tempe, AZ		85.0	222.0
Valassis Communications Inc.	Livonia, MI		75.0	768.0
Valero Energy Corp.	San Antonio, TX			
Verizon Communications Inc.	New York, NY	20.0	13.0	
VF Corp.	Greensboro, NC			
Viacom Inc.	New York, NY		90.0	170.0
Vinson & Elkins LLP	Houston, TX		90.0	
Virgin America	Burlingame, CA		90.0	
Virgin Media Inc.	New York, NY			
Visa	San Francisco, CA		85.0	326.0
Vision Service Plan	Rancho Cordova, CA			45.0
Visteon Corp.	Van Buren Township, MI		85.0	335.0
Volkswagen Group of America Inc.	Herndon, VA		90.0	
"Vorys, Sater, Seymour and Pease LLP"	Columbus, OH		80.0	
W.R. Berkley	Greenwich, CT			
W.W. Grainger	Lake Forest, IL			
"Wachtell, Lipton, Rosen & Katz LLP"	New York, NY		100.0	
Walgreen Co.	Deerfield, IL		90.0	32.0
Wal-Mart Stores Inc.	Bentonville, AR		60.0	1.0
"Walt Disney Co., The"	Burbank, CA		100.0	57.0
Washington Post Co.	Washington, DC			
Waste Management Inc.	Houston, TX		90.0	196.0
"WellCare Health Plans, Inc."	Tampa, FL			
WellPoint Inc.	Indianapolis, IN	85.0	31.0	
Wells Fargo & Co.	San Francisco, CA	100.0	19.0	
WESCO International Inc.	Pittsburgh, PA			
Western & Southern Financial Group	Cincinnati, OH			
Western Digital Corp.	Lake Forest, CA			
Western Refining Inc.	El Paso, TX			
"Western union Co., The"	Englewood, CO			
Weyerhaeuser Co.	Federal Way, WA	60.0	379.0	
Whirlpool Corp.	Benton Harbor, MI	100.0	136.0	
White & Case LLP	New York, NY	100.0		7.0
Whole Foods Market Inc.	Austin, TX	75.0	284.0	
"Wildman, Harrold, Allen & Dixon LLP"	Chicago, IL	45.0		
Williams Companies Inc.	Tulsa, OK	60.0	276.0	
Williams Mullen PC	Richmond, VA	90.0		169.0
Willkie Farr & Gallagher LLP	New York, NY	85.0		50.0
Wilmer Cutler Pickering Hale & Dorr LLP	Washington, DC	100.0		18.0
Wilson Sonsini Goodrich & Rosati PC	Palo Alto, CA	85.0		57.0
Winn-Dixie Stores Inc.	Jacksonville, FL			
Winston & Strawn LLP	Chicago, IL	100.0		33.0
Wisconsin Energy Corp.	Milwaukee, WI	45.0	496.0	
Womble Carlyle Sandridge & Rice LLP	Winston-Salem, NC	60.0		106.0
World Fuel Services	Miami, FL			
WPP Group uSA	New York, NY	90.0		
Wyeth	Madison, NJ	60.0		
Wyndham Worldwide Corp.	Parsippany, NJ	90.0	541.0	
Wynn Resorts Ltd.	Las Vegas, NV	90.0	634.0	
Xcel Energy Inc.	Minneapolis, MN	75.0	244.0	
Xerox Corp.	Norwalk, CT	100.0	152.0	
"XTO Energy, Inc."	Fort Worth, TX			
Yahoo! Inc.	Sunnyvale, CA	100.0	343.0	
YRC Worldwide Inc.	Overland Park, KS			
Yum! Brands Inc.	Louisville, KY		45.0	216.0
Zurich North America	Schaumburg, IL	65.0		
Publicis Inc.	New York, NY		90.0	
WPP Group USA	New York, NY		90.0	
Interpublic Group of Companies Inc.	New York, NY		85.0	358.0
Starcom MediaVest Group	Chicago, IL		85.0	
Valassis Communications Inc.	Livonia, MI		75.0	768.0
Omnicom Group	New York, NY		65.0	198.0
Lockheed Martin Corp.	Bethesda, MD		100.0	44.0
Raytheon Co.	Waltham, MA		100.0	95.0
Boeing Co.	Chicago, IL		85.0	28.0
General Dynamics Corp.	Falls Church, VA		85.0	69.0
Honeywell International Inc.	Morris Township, NJ		85.0	74.0
Northrop Grumman Corp.	Falls Church, VA		75.0	61.0
Rockwell Collins Inc.	Cedar Rapids, IA		75.0	462.0
Alliant Techsystems Inc.	Minneapolis, MN			
Goodrich Corp.	Charlotte, NC			
L-3 Communications Holdings	New York, NY			
Precision Castparts Corp	Portland, OR			
Textron Inc.	Providence, RI			
AMR Corp. (American Airlines)	Fort Worth, TX		100.0	120.0
United Continental Holdings Inc.	Chicago, IL		100.0	140.0
Alaska Air Group Inc.	Seattle, WA		90.0	575.0
Delta Air Lines Inc.	Atlanta, GA		90.0	84.0
JetBlue Airways Corp.	Forest Hills, NY		90.0	592.0
Southwest Airlines Co.	Dallas, TX		90.0	229.0
Virgin America	Burlingame, CA		90.0	
US Airways Group Inc.	Tempe, AZ		85.0	222.0
Levi Strauss & Co.	San Francisco, CA		100.0	503.0
Nike Inc.	Beaverton, OR		100.0	124.0
Kenneth Cole Productions Inc.	New York, NY		90.0	
Macy's Inc.	Cincinnati, OH		90.0	103.0
Jones Apparel Group Inc.	New York, NY		70.0	583.0
L.L. Bean Inc.	Freeport, ME			65.0
Hanesbrands Inc.	Winston-Salem, NC			
Polo Ralph Lauren Corp.	New York, NY			
VF Corp.	Greensboro, NC			
Ford Motor Co.	Dearborn, MI		100.0	8.0
Toyota Motor Sales USA Inc.	Torrance, CA		100.0	
Chrysler LLC	Auburn Hills, MI		100.0	
Volkswagen Group of America Inc.	Herndon, VA		90.0	
Subaru of America Inc.	Cherry Hill, NJ		85.0	
Visteon Corp.	Van Buren Township, MI		85.0	335.0
General Motors Co.	Detroit, MI		85.0	15.0
Bridgestone Americas Holding Inc.	Nashville, TN		70.0	
Hertz Global Holdings Inc.	Park Ridge, NJ			
Nissan North America Inc.	Franklin, TN			
Cooper Tire & Rubber Co.	Findlay, OH			25.0
Dana Holding Corp.	Maumee, OH			
Navistar International Corp.	Warrenville, IL			
Lear Corp.	Southfield, MI			
ArvinMeritor Inc.	Troy, MI			
Autoliv Inc.	Auburn Hills, MI			
AutoNation Inc.	Fort Lauderdale, FL			
Goodyear Tire & Rubber Co.	Akron, OH			
Group 1 Automotive	Houston, TX			
Johnson Controls Inc.	Milwaukee, WI			
Paccar Inc.	Bellevue, WA			
Penske Automotive Group	Bloomfield Hills, MI			
Sonic Automotive Inc	Charlotte, NC			
Tenneco Inc.	Lake Forest, IL			
TRW Automotive Holdings Corp.	Livonia, MI			
American Express Co.	New York, NY		100.0	88.0
Ameriprise Financial Inc.	Minneapolis, MN		100.0	288.0
Bank of America Corp.	Charlotte, NC		100.0	5.0
"Bank of New York Mellon Corp., The (BNY Mellon)"	New York, NY		100.0	274.0
Barclays Capital	New York, NY		100.0	
BMO Bankcorp Inc.	Chicago, IL		100.0	
Capital One Financial Corp.	McLean, VA		100.0	144.0
"Charles Schwab Corp., The"	San Francisco, CA		100.0	465.0
Citigroup Inc.	New York, NY		100.0	12.0
Credit Suisse uSA Inc.	New York, NY		100.0	
Deutsche Bank	New York, NY		100.0	
Federal Home Loan Mortgage Corp. (Freddie Mac)	McLean, VA		100.0	54.0
"Goldman Sachs Group Inc., The"	New York, NY		100.0	39.0
JPMorgan Chase & Co.	New York, NY		100.0	9.0
Morgan Stanley	New York, NY		100.0	70.0
Northern Trust Corp.	Chicago, IL		100.0	497.0
"TD Bank, N.A."	Wilmington , DE		100.0	
Teachers Insurance & Annuity Association - College Retirement Equities Fund	New York, NY		100.0	90.0
Toyota Financial Services Corp.	Torrance, CA		100.0	
u.S. Bancorp	Minneapolis, MN		100.0	121.0
uBS AG	Stamford, CT		100.0	
Wells Fargo & Co.	San Francisco, CA		100.0	19.0
Comerica Inc.	Dallas, TX		95.0	615.0
CoreLogic	Santa Ana, CA		90.0	
HSBC - North America	New York, NY		90.0	
KeyCorp	Cleveland, OH		90.0	356.0
MasterCard Inc.	Purchase, NY		90.0	411.0
Morningstar Inc.	Chicago, IL		90.0	
"PNC Financial Services Group Inc., The"	Pittsburgh, PA		90.0	123.0
Raymond James Financial Inc.	St. Petersburg, FL		90.0	708.0
State Street Corp.	Boston, MA		90.0	249.0
SunTrust Banks Inc.	Atlanta, GA		90.0	224.0
BNP Paribas	New York, NY		85.0	
First Horizon National Corp.	Memphis, TN		85.0	773.0
RBC Wealth Management	Minneapolis, MN		85.0	
Visa	San Francisco, CA		85.0	326.0
Federal National Mortgage Association (Fannie Mae)	Washington, DC		80.0	81.0
BlackRock	New York, NY		75.0	441.0
Moody's Corp.	New York, NY		75.0	900.0
BB&T Corp.	Winston-Salem, NC		70.0	217.0
Canadian Imperial Bank of Commerce	New York, NY			70.0
Federal Reserve Bank of Boston	Boston, MA		70.0	
Fifth Third Bancorp	Cincinnati, OH		70.0	248.0
Robert W. Baird & Co. Incorporated	Milwaukee, WI		70.0	
Financial Industry Regulatory Authority Inc.	Washington, DC		65.0	
E*TRADE Financial Corp.	New York, NY		60.0	675.0
Huntington Bancshares Inc.	Columbus, OH		60.0	597.0
Compass Bancshares Inc. (BBVA Compass)	Birmingham, AL		55.0	
H&R Block Inc.	Kansas City, MO			
Discover Financial Services	Riverwoods, IL		45.0	286.0
SLM Corp. (Sallie Mae)	Reston, VA			45.0
Chamberlin Edmonds & Associates Inc.	Atlanta, GA			40.0
Franklin Resources Inc.	San Mateo, CA			
"Dun & Bradstreet Corp., The"	Short Hills, NJ			
CIT Group Inc.	New York, NY			
Ally Financial Inc.	Detroit, MI			
Fidelity National Financial Corp.	Jacksonville, FL			
First Data Corp.	Atlanta, GA			
Fiserv Inc.	Brookfield, WI			
International Assets Holding Corp.	Altamonte Springs, FL			
NYSE Euronext Inc.	New York, NY			
SunGard Data Systems Inc.	Wayne, PA			
"Western union Co., The"	Englewood, CO			
"Dow Chemical Co., The"	Midland, MI		100.0	46.0
E. I. du Pont de Nemours and Co. (DuPont)	Wilmington, DE		100.0	86.0
Genentech Inc.	South San Francisco, CA		100.0	
BASF Corp.	Florham Park, NJ		90.0	
Bayer Corp.	Pittsburgh, PA		90.0	
Ecolab Inc.	St. Paul, MN		90.0	365.0
Air Products & Chemicals Inc.	Allentown, PA		80.0	273.0
Monsanto Co.	St. Louis, MO		80.0	197.0
PPG Industries Inc.	Pittsburgh, PA		60.0	190.0
Praxair Inc.	Danbury, CT		50.0	262.0
Ashland Inc.	Covington, KY			
Avery Dennison	Pasadena, CA			
Celanese Corp.	Dallas, TX			
Eastman Chemical Co.	Kingsport, TN			
Huntsman Corp.	Salt Lake City, uT			
Lubrizol Corporation	Wickliffe, OH			
Mosaic Company	Plymouth, MN			
"Sherwin-Williams Co., The"	Cleveland, OH			
Automatic Data Processing Inc.	Roseland, NJ		100.0	265.0
EMC Corp.	Hopkinton, MA		100.0	166.0
Hewlett-Packard Co.	Palo Alto, CA		100.0	10.0
Broadridge Financial Solutions Inc.	Lake Success, NY		90.0	788.0
LexisNexis Group	Miamisburg, OH		90.0	
Computer Sciences Corp. (CSC)	Falls Church, VA		85.0	138.0
SRA International Inc.	Fairfax, VA			45.0
Affiliated Computer Services	Dallas, TX			
unisys Corp.	Blue Bell, PA			
Keane Inc.	Boston, MA			
SAIC Inc.	McLean, VA			
Apple Inc.	Cupertino, CA		100.0	56.0
Cisco Systems Inc.	San Jose, CA		100.0	58.0
Dell Inc.	Round Rock, TX		100.0	38.0
Tech Data Corp.	Clearwater, FL		100.0	109.0
Xerox Corp.	Norwalk, CT		100.0	152.0
CDW Corp.	Vernon Hills, IL		90.0	
Lexmark International Inc.	Lexington, KY		90.0	526.0
NetApp Inc.	Sunnyvale, CA		90.0	574.0
NCR Corp.	Duluth, GA		80.0	451.0
Ingram Micro	Santa Ana, CA		60.0	80.0
Avnet Inc.	Phoenix, AZ		50.0	142.0
Pitney Bowes Inc.	Stamford, CT			
Seagate Technology LLC	Scotts Valley, CA			45.0
Acer Inc.	Irvine, CA			
Software House International	Somerset, NJ			
Arrow Electronics	Melville, NY			
Harris Corp.	Melbourne, FL			
SYNNEX Corp.	Fremont, CA			
united Stationers Inc.	Deerfield, IL			
McAfee Inc.	Santa Clara, CA		25.0	857.0
Kelly Services Inc.	Troy, MI			
Severn Trent Services Inc.	Fort Washington, PA			
Calpine Corp.	Houston, TX		40.0	338.0
Pinnacle West Capital	Phoenix, AZ			
PNM Resources Inc.	Albuquerque, NM			
Mirant Corp.	Atlanta, GA			
Northeast utilities	Berlin, CT		30.0	385.0
Allegheny Energy Inc.	Greensburg, PA			
"AES Corp., The"	Arlington, VA			
American Electric Power Co. Inc.	Columbus, OH			
Atmos Energy Corp.	Dallas, TX			
CenterPoint Energy Inc.	Houston, TX			
CMS Energy Services	Jackson, MI			
Edison International	Rosemead, CA			
Energy Future Holdings Corp	Dallas, TX			
"Energy Transfer Partners, L.P."	Dallas, TX			
FirstEnergy Corp.	Akron, OH			
Global Partners	Waltham, MA			
Integrys Energy Group Inc.	Chicago, IL			
NextEra Energy Inc.	Juno Beach, FL			
NiSource Inc.	Merrillville, IN			
Brinker International Inc.	Dallas, TX		60.0	551.0
Dr Pepper Snapple Group Inc.	Plano, TX			
Ahold uSA Inc.	Quincy, MA		55.0	
Mars Inc.	Mt. Olive, NJ		55.0	
Rite Aid Corp.	Camp Hill, PA		45.0	89.0
Yum! Brands Inc.	Louisville, KY		45.0	216.0
Dean Foods Co.	Dallas, TX		40.0	208.0
H.E. Butt Grocery Co.	San Antonio, TX			
Compass Group uSA Inc.	Charlotte, NC			
C&S Wholesale Grocers Inc.	Keene, NH			
Dole Food Co. Inc.	Westlake Village, CA			
Archer Daniels Midland Co.	Decatur, IL			
CHS Inc.	Inver Grove Heights, MN			
"Core-Mark Holding Company, Inc."	South San Francisco, CA			
"Great Atlantic & Pacific Tea Co. Inc., The"	Montvale, NJ			
Nash Finch	Minneapolis, MN			
Pilgrim's Pride Corporation	Pittsburg, TX			
Publix Super Markets	Lakeland, FL			
"Tyson Foods, Inc."	Springdale, AR			
Winn-Dixie Stores Inc.	Jacksonville, FL			
Weyerhaeuser Co.	Federal Way, WA		60.0	379.0
International Paper Co.	Memphis, TN			45.0
Domtar Corp.	Fort Mill, SC			
Aetna Inc.	Hartford, CT		100.0	63.0
Blue Cross Blue Shield of Florida Inc.	Jacksonville, FL		100.0	
Blue Cross Blue Shield of Minnesota	Eagan, MN		100.0	
Cardinal Health Inc.	Dublin, OH		100.0	17.0
Group Health Cooperative	Seattle, WA		100.0	
unitedHealth Group Inc.	Minnetonka, MN		100.0	21.0
CareFusion Corp.	San Diego, CA		90.0	
